Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,10,asymmetric,0.91,0.33082192326768045
100% Corpus,10,0.01,symmetric,0.313987509389318
100% Corpus,10,0.01,0.01,0.314951705524364
100% Corpus,10,0.01,0.31,0.32164613839013345
100% Corpus,10,0.01,0.61,0.3173410464052801
100% Corpus,10,0.01,0.91,0.3157630458891219
100% Corpus,10,0.31,symmetric,0.3214664549697994
100% Corpus,10,0.31,0.01,0.3172938100563212
100% Corpus,10,0.31,0.31,0.3218323979437708
100% Corpus,10,0.31,0.61,0.32093745129199186
100% Corpus,10,0.31,0.91,0.31747190753250404
100% Corpus,10,0.61,symmetric,0.3192570536064294
100% Corpus,10,0.61,0.01,0.3192059482711759
100% Corpus,10,0.61,0.31,0.3221786206199943
100% Corpus,10,0.61,0.61,0.315213982030803
100% Corpus,10,0.61,0.91,0.3177776654568023
100% Corpus,10,0.91,symmetric,0.3187620542203358
100% Corpus,10,0.91,0.01,0.31876188519428894
100% Corpus,10,0.91,0.31,0.31788215790808266
100% Corpus,10,0.91,0.61,0.31717015979059127
100% Corpus,10,0.91,0.91,0.31876159930391423
